"ID","SiteSeries","SiteSeriesLongName","SiteSeriesScientificName","Level"
1535170589,"ESSFwm 4 /Vh10","Fireweed – Grouseberry","Chamerion angustifolium – Vaccinium scoparium",11
1535359193,"ICH dw 4 /Ws06","Sitka willow – Sitka sedge","Salix sitchensis – Carex sitchensis",11
1536352575,"ESSFwmp  /Ag01","Timber oatgrass – Grouseberry – Sandwort","Danthonia intermedia – Vaccinium scoparium – Eremogone capillaris",11
1537363905,"ICH mw 4 /Gb03","Ninebark – Oceanspray – Bluebunch wheatgrass","Physocarpus malvaceus – Holodiscus discolor – Pseudoroegneria spicata",11
1537911161,"BWBSdk   /101a","Sw – Soopolallie – Step moss; Mesic phase","Picea glauca – Shepherdia canadensis – Hylocomium splendens",11
1540152966,"ESSFwk 2 /05","Bl – Rhododendron – Lady fern","Abies lasiocarpa – Rhododendron albiflorum – Athyrium filix-femina",11
1541376579,"BWBSmw   /111","Sw – Currant – Horsetail","Picea glauca – Ribes triste – Equisetum arvense",11
1547837300,"BG  xh 2 /Wm05","Cattail","Typha latifolia",11
1548312727,"IDF dk 4 /04","Fd – Juniper – Pasture sage","Pseudotsuga menziesii – Juniperus communis – Artemisia frigida",11
1550123905,"ICH mw 5 /Vh10","Fireweed – Grouseberry","Chamerion angustifolium – Vaccinium scoparium",11
1550169755,"ESSFwm 3 /Ro06","Juniper – Stonecrop – Sandwort","Juniperus communis – Sedum sp. – Eremogone capillaris",11
1550883429,"ESSFwk 1 /03","Bl – Oak fern – Knight's plume","Abies lasiocarpa – Gymnocarpium dryopteris – Ptilium crista-castrensis",11
1551011766,"CWH ws 1 /07","Ss – Salmonberry","Picea sitchensis – Rubus spectabilis",11
1552211857,"ESSFwm 1 /Vs03","Sitka alder – Hellebore","Alnus viridis ssp. sinuata – Veratrum viride",11
1552860267,"ICH mw 5 /Fl01","Mountain alder – Common horsetail","Alnus incana – Equisetum arvense",11
1553077537,"SBS dw 1 /08","Sxw – Twinberry – Oak fern","Picea engelmannii x glauca – Lonicera involucrata – Gymnocarpium dryopteris",11
1553501142,"ESSFmh   /Vs02","Sitka alder – Solomon's-seal","Alnus viridis ssp. sinuata – Maianthemum racemosum",11
1554004801,"ESSFwh 1 /Vs01.2","Sitka alder – Spiny wood fern","Alnus viridis ssp. sinuata – Dryopteris expansa",11
1556343776,"ICH mk 4 /Fl04","Sitka willow – Red-osier dogwood – Horsetail","Salix sitchensis – Cornus sericea – Equisetum arvense",11
1556375824,"ICH xw   /Wm05","Cattail","Typha latifolia",11
1556749527,"ESSFdk 2 /Vh10","Fireweed – Grouseberry","Chamerion angustifolium – Vaccinium scoparium",11
1558044469,"BG  xw 2 /112","Act – Snowberry – Rose","Populus trichocarpa – Symphoricarpos albus – Rosa acicularis",11
1561059026,"IDF dm 2 /Ro01","Selaginella – Bluebunch wheatgrass – Sidewalk moss","Selaginella densa – Pseudoroegneria spicata – Tortula ruralis",11
1561878954,"ESSFwh 3 /Wf12","Narrow-leaved cotton-grass – Marsh-marigold","Eriophorum angustifolium – Caltha leptosepala",11
1561927691,"CWH vh 3 /114","CwSs – Devil’s club ","Thuja plicata – Picea sitchensis – Oplopanax horridus",11
1563533580,"ICH dw 4 /101","CwFd – Prince's pine – Twinflower","Thuja plicata – Pseudotsuga menziesii – Chimaphila umbellata – Linnaea borealis ",11
1563627465,"ICH xw  a/110","CwHw – Foamflower","Thuja plicata – Tsuga heterophylla – Tiarella trifoliata",11
1563675357,"ESSFdk 2 /Vs01","Sitka alder – Lady fern","Alnus viridis ssp. sinuata – Athyrium filix-femina",11
1563892855,"IDF xx 2 /Ff01","Water birch – Red-osier dogwood – Rose","Betula occidentalis – Cornus sericea – Rosa acicularis",11
1567049544,"ICH mc 2 /01b.2","Hw – Step moss; Submesic; BlSx Variation","Tsuga heterophylla – Hylocomium splendens – Abies lasiocarpa – Picea sp. x Picea sp.",11
1567241951,"ESSFdkw  /Vs03","Sitka alder – Hellebore","Alnus viridis ssp. sinuata – Veratrum viride",11
1567855255,"ICH mk 1 /05","SxwFd – Gooseberry – Sarsaparilla","Picea engelmannii x glauca – Pseudotsuga menziesii – Ribes lacustre – Aralia nudicaulis",11
1568066329,"ICH wk 2 /01a","CwHw – Oak fern; Typic","Thuja plicata – Tsuga heterophylla – Gymnocarpium dryopteris",11
1568432564,"ESSFdk 1 /Gg16","Rough fescue – Sulphur buckwheat – Sandwort","Festuca campestris – Eriogonum umbellatum –– Eremigone capillaris",11
1568712469,"ESSFwcw  /Vs03","Sitka alder – Hellebore","Alnus viridis ssp. sinuata – Veratrum viride",11
1569948234,"ESSFwm 4 /Wf13","Narrow-leaved cotton-grass – Shore sedge","Eriophorum angustifolium – Carex limosa",11
1571232278,"ICH mw 5 /Rt02","Rock moss – Clad lichen","Racomitrium spp. – Cladonia spp.",11
1571578050,"IDF xk   /102a","Fd – Rocky Mountain juniper – Bluebunch wheatgrass; Xeric phase","Pseudotsuga menziesii – Juniperus scopulorum – Pseudoroegneria spicata",11
1573476833,"MS  xv   /09","Sxw – Labrador tea – Willow","Picea engelmannii x glauca – Rhododendron groenlandicum – Salix spp.",11
1575043014,"MS  dc 2 /01","Sxw – Wintergreen – Feathermoss","Picea engelmannii x glauca – Orthilia secunda – Pleurozium schreberi",11
1575277716,"ESSFwm 2 /Vh02.2","Valerian – Showy Sedge – Fireweed","Valeriana sitchensis – Carex spectabilis – Chamerion angustifolium",11
1576128812,"CWH mm 2 /06","HwBa – Deer fern","Tsuga heterophylla – Abies amabilis – Blechnum spicant",11
1576461790,"CWH xm 2 /13","Cw – Salmonberry","Thuja plicata – Rubus spectabilis",11
1577811324,"ICH xw  a/Ws01","Mountain alder – Skunk cabbage – Lady fern","Alnus incana – Lysichiton americanus – Athyrium filix-femina",11
1579166499,"MH  wh 1 /07","YcHm – Hellebore","Chamaecyparis nootkatensis – Tsuga mertensiana – Veratrum viride",11
1579199332,"ESSFdk 1 /Vh02","Valerian – Hellebore – Fireweed","Valeriana sitchensis – Veratrum viride – Chamerion angustifolium",11
1579982563,"SBS mc 3 /07","Sxw – Twinberry","Picea engelmannii x glauca – Lonicera involucrata",11
1580268761,"ESSFdk 2 /103","PlBl – Juniper – Showy aster","Pinus contorta – Abies lasiocarpa – Juniperus communis – Eurybia conspicua",11
1582044567,"SBPSxc   /04","Sxw – Scrub birch – Feathermoss","Picea engelmannii x glauca – Betula nana – Pleurozium schreberi",11
1584032714,"ESSFxv 2 /06","Bl – Rhododendron – Crowberry","Abies lasiocarpa – Rhododendron albiflorum – Empetrum nigrum",11
1584367135,"IDF xh 4 /82","Bluebunch wheatgrass – Junegrass","Pseudoroegneria spicata – Koeleria macrantha",11
1584641147,"ICH dw 1 /103","Fd(Py) – Douglas maple – Pinegrass","Pseudotsuga menziesii – Pinus ponderosa – Acer glabrum – Calamagrostis rubescens",11
1586497733,"MH  mm 2 /08","HmYc – Sphagnum","Tsuga mertensiana – Chamaecyparis nootkatensis – Sphagnum spp.",11
1587876547,"SBPSdc   /06","Sxw – Horsetail – Meadowrue","Picea engelmannii x glauca – Equisetum arvense – Thalictrum occidentale",11
1590033706,"MS  dw   /Ro01","Selaginella – Bluebunch wheatgrass – Sidewalk moss","Selaginella densa – Pseudoroegneria spicata – Tortula ruralis",11
1590152819,"IDF xh 1 /08","SxwFd – Douglas maple – Dogwood","Picea engelmannii x glauca – Pseudotsuga menziesii – Acer glabrum – Cornus sericea",11
1591035839,"MS  dv   /09","Sxw – Horsetail – Leafy moss","Picea engelmannii x glauca – Equisetum arvense – Rhizomnium spp.",11
1591178771,"ESSFmc   /02","BlPl – Juniper – Cladonia","Abies lasiocarpa – Pinus contorta – Juniperus communis – Cladonia spp.",11
1591408636,"BWBSmw   /104$6B.1","$At – Labrador tea – Lingonberry","Populus tremuloides – Rhododendron groenlandicum – Vaccinium vitis-idaea",11
1591881220,"BWBSwk 1 /104","Sb – Huckleberry – Lingonberry","Picea mariana – Vaccinium membranaceum – Vaccinium vitis-idaea",11
1597027466,"ESSFdcw  /103","Bl – Rhododendron – Grouseberry","Abies lasiocarpa – Rhododendron albiflorum – Vaccinium scoparium",11
1597843902,"ESSFwh 3 /Wf01","Water sedge – Beaked sedge","Carex aquatilis – Carex utriculata",11
1597857367,"ESSFwm 3 /Ro12","Mountain-heather – Alaska saxifrage – Rock moss","Cassiope mertensiana – Micranthes ferruginea – Racomitrium spp.",11
1601240191,"BWBSmw   /Gb51","Saskatoon – Blue wildrye","Amelanchier alnifolia – Elymus glaucus",11
1602091341,"ICH dk   /03","CwSxw – Falsebox – Soopolallie","Thuja plicata – Picea engelmannii x glauca – Paxistima myrsinites",11
1603069123,"IDF xk   /Ro01.2","Selaginella – Sidewalk moss","Selaginella densa – Tortula ruralis",11
1606884867,"ESSFdk 1 /Vs11","Thimbleberry – Cow-parsnip – Fireweed","Rubus parviflorus – Heracleum maximum – Chamerion angustifolium",11
1608743041,"ESSFdkw  /Wf13","Narrow-leaved cotton-grass – Shore sedge","Eriophorum angustifolium – Carex limosa",11
1610270865,"SBPSmk   /04a","Pl – Pinegrass – Feathermoss; Typic","Pinus contorta – Calamagrostis rubescens – Pleurozium schreberi",11
1612518231,"ICH vk 2 /Wf02","Scrub birch – Water sedge","Betula nana – Carex aquatilis",11
1613947729,"ESSFwm 2 /Ws13","Barclay’s willow – Common horsetail – Arrow-leaved groundsel","Salix barclayi – Equisetum arvense – Senecio triangularis",11
1614940220,"ESSFwm 2 /Rt07.1","Aspen – Juniper – Rocktripe","Populus tremuloides – Juniperus communis –  Umbilicaria sp.",11
1615002527,"ICH vk 2 /03","HwCw – Step moss","Tsuga heterophylla – Thuja plicata – Hylocomium splendens",11
1616549686,"ESSFwh 2 /112","SeBl – Horsetail – Canby's lovage","Picea engelmannii – Abies lasiocarpa – Equisetum arvense – Ligusticum canbyi",11
1616842670,"SBPSxc   /03","Sxw – Scrub birch – Fen moss","Picea engelmannii x glauca – Betula nana – Tomentypnum nitens",11
1618852598,"ESSFwm 4 /Ws13","Barclay’s willow – Common horsetail – Arrow-leaved groundsel","Salix barclayi – Equisetum arvense – Senecio triangularis",11
1621227421,"ESSFxv 1 /03","Pl – Cladonia – Stereocaulon","Pinus contorta – Cladonia spp. – Stereocaulon spp.",11
1621758516,"SBPSmk   /Ws05","Maccalla's willow – Beaked sedge","Salix maccalliana – Carex utriculata",11
1622551695,"CWH wm   /Fl01","Mountain alder – Common horsetail","Alnus incana – Equisetum arvense",11
1627367050,"ICH wk 1 /03","HwCw – Step moss","Tsuga heterophylla – Thuja plicata – Hylocomium splendens",11
1627888994,"ESSFdk 1 /Wf03","Water sedge – Peat moss","Carex aquatilis – Sphagnum spp.",11
1629407684,"ICH mw 3 /Wf05","Slender sedge – Common hook moss","Carex lasiocarpa – Drepanocladus aduncus",11
1630683144,"IDF dk 5 /111a","Sxw – Dogwood – Horsetail; Riparian phase","Picea engelmannii x glauca – Cornus sericea – Equisetum arvense",11
1631612316,"MS  dw   /Gg14","Idaho fescue – Sulphur buckwheat – Sandwort","Festuca idahoensis – Eriogonum umbellatum – Eremigone capillaris",11
1633410693,"SBS mc 2 /09b","Sxw – Devil's club; Morainal","Picea engelmannii x glauca – Oplopanax horridus",11
1634309174,"ESSFmm 1 /04","Bl – Azalea – Rhododendron","Abies lasiocarpa – Menziesia ferrunginea – Rhododendron albiflorum",11
1635328514,"ESSFmw   /01","BlBa – Rhododendron","Abies lasiocarpa – Abies amabilis – Rhododendron albiflorum",11
1635524741,"MS  dk   /110","SxwBl – Azalea – Bunchberry","Picea engelmannii x glauca – Abies lasiocarpa – Menziesia ferruginea – Cornus canadensis",11
1636543725,"MS  dk   /Ro11","Grouseberry – Clad lichen","Vaccinium scoparium – Cladonia spp.",11
1638957211,"MS  dw   /Rt03","Raspberry – Feathermoss – Clad lichen","Rubus idaeus – Pleurozium schreberi – Cladonia spp.",11
1639968099,"ESSFdc 1 /Wf03","Water sedge – Peat moss","Carex aquatilis – Sphagnum spp.",11
1640266416,"ESSFwm 4 /Wa0","Alpine sedge – Bog-laurel – Peat moss","Carex nigricans –  Kalmia microphylla – Sphagnum spp.",11
1642237097,"CWH ws 1 /06","BaCw – Devil's club","Abies amabilis – Thuja plicata – Oplopanax horridus",11
1642693338,"ICH mc 2 /01.2","Hw – Step moss; BlSx Variation","Tsuga heterophylla – Hylocomium splendens – Abies lasiocarpa – Picea sp. x Picea sp.",11
1644490283,"SBS dk   /05$Epdh","$Ep – Douglas maple","Betula papyrifera – Acer glabrum",11
1644516149,"SBPSmk   /01","Pl – Pinegrass – Arnica","Pinus contorta – Calamagrostis rubescens – Arnica sp.",11
1646002631,"ICH dk   /02a","CwSxw – Soopolallie; Typic","Thuja plicata – Picea engelmannii x glauca – Shepherdia canadensis",11
1646309350,"BG  xw 2 /101c","Bluebunch wheatgrass – Junegrass – Pussytoes; Steep Cool phase","Pseudoroegneria spicata – Koeleria macrantha – Antennaria spp.",11
1646616205,"CWH vh 2 /01a","CwHw – Salal; Mineral","Thuja plicata – Tsuga heterophylla – Gaultheria shallon",11
1648198896,"ESSFwh 1 /Wm01","Beaked sedge – Water sedge","Carex utriculata – Carex aquatilis",11
1648242054,"IDF xk   /Fl01","Mountain alder – Common horsetail","Alnus incana – Equisetum arvense",11
1649082871,"ICH xw   /Ro09","Saskatoon – Rock moss – Clad lichen","Amelanchier alnifolia – Racomitrium spp. – Cladonia spp.",11
1649415809,"ESSFwm 1 /Ws08","Subalpine fir – Sitka valerian – Common horsetail","Abies lasiocarpa – Valeriana sitchensis – Equisetum arvense",11
1651029444,"MS  xv   /Wm09","Inflated sedge","Carex exsiccata",11
1652292144,"ESSFwcw  /Wa01","Alpine sedge – Glowmoss","Carex nigricans – Aulacomnium palustre",11
1654350622,"ESSFwc 4 /Vh02.1","Valerian – Hellebore – Fireweed","Valeriana sitchensis – Veratrum viride – Chamerion angustifolium",11
1657058989,"CWH ms 1 /11","CwSs – Skunk cabbage","Thuja plicata – Picea sitchensis – Lysichiton americanus",11
1657805316,"ESSFwh 2 /Vh01.2","Cow-parsnip – Fireweed – Bluejoint","Heracleum maximum – Chamerion angustifolium – Calamagrostis canadensis",11
1658650354,"ICH xw  a/Wm01","Beaked sedge – Water sedge","Carex utriculata – Carex aquatilis",11
1660300269,"PP  dh 1 /07","Act – Snowberry – Rose","Populus trichocarpa – Symphoricarpos albus – Rosa acicularis",11
1660729550,"BWBSmw   /Wf01","Water sedge – Beaked sedge","Carex aquatilis – Carex utriculata",11
1661041704,"IDF dm 2 /Rt07.1","Aspen – Juniper – Rocktripe","Populus tremuloides – Juniperus communis –  Umbilicaria sp.",11
1661653696,"PP  xh 1 /Wm06","Great bulrush","Schoenoplectus acutus",11
1662426397,"BWBSwk 3 /102","Pl – Crowberry – Lingonberry","Pinus contorta – Empetrum nigrum – Vaccinium vitis-idaea",11
1663169575,"ESSFwm 1 /Vs10","Willow – Cow-parsnip – Fireweed","Salix sp. – Heracleum maximum – Chamerion angustifolium",11
1664307856,"ESSFwm 2 /Wm16","Bluejoint – Arrow-leaved groundsel","Calamagrostis canadensis – Senecio triangularis",11
1665060426,"IDF mw 2 /03","Fd – Pinegrass – Feathermoss","Pseudotsuga menziesii – Calamagrostis rubescens – Pleurozium schreberi",11
1667485082,"IDF dk 4 /07","Fd – Feathermoss – Step moss","Pseudotsuga menziesii – Pleurozium schreberi – Hylocomium splendens",11
1669872063,"IDF dk 5 /Ff01a","Water birch – Red-osier dogwood – Rose","Betula occidentalis – Cornus sericea – Rosa acicularis",11
1669944089,"BWBSwk 1 /102$6B.1","$At – Kinnikinnick – Fuzzy-spiked wildrye","Populus tremuloides – Arctostaphylos uva-ursi – Leymus innovatus",11
1672628757,"CWH vh 1 /13","CwSs – Skunk cabbage","Thuja plicata – Picea sitchensis – Lysichiton americanus",11
1672812449,"CWH ws 2 /01","HwBa – Bramble","Tsuga heterophylla – Abies amabilis – Rubus pedatus",11
1674909167,"ESSFwm 4 /103.2","Bl – Azalea – Bear-grass","Abies lasiocarpa – Menziesia ferrunginea – Xerophyllum tenax",11
1676685844,"ESSFwmp  /Gg16","Rough fescue – Sulphur buckwheat – Sandwort","Festuca campestris – Eriogonum umbellatum –– Eremigone capillaris",11
1679463317,"ICH mw 2 /Vs04","Sitka alder – Devil's club – Oak fern","Alnus viridis ssp. sinuata – Oplopanax horridus – Gymnocarpium dryopteris",11
1680341754,"IDF xx 2 /Fl01","Mountain alder – Common horsetail","Alnus incana – Equisetum arvense",11
1681797322,"SBS wk 1 /02","Pl – Huckleberry – Cladina","Pinus contorta – Vaccinium membranaceum – Cladina spp.",11
1682250712,"SBS mc 1 /05","Sxw – Spirea – Glow moss","Picea engelmannii x glauca – Spiraea betulifolia – Aulacomnium palustre",11
1683307297,"ICH dw 1 /110","CwHw – Oak fern","Thuja plicata – Tsuga heterophylla – Gymnocarpium dryopteris",11
1683748724,"ICH mw 4 /Fl02","Mountain alder – Red-osier dogwood – Lady fern","Alnus incana – Cornus sericea – Athyrium filix-femina",11
1684082443,"MH  mm 1 /05","BaHm – Twistedstalk","Abies amabilis – Tsuga mertensiana – Streptopus spp.",11
1686759432,"CWH vh 2 /02","PlYc – Rhacomitrium","Pinus contorta – Chamaecyparis nootkatensis – Racomitrium spp.",11
1686841545,"BG  xh 2 /07","Act – Snowberry – Dogwood","Populus trichocarpa – Symphoricarpos albus – Cornus sericea",11
1688151728,"IDF mw 1 /05","CwFd – Dogwood","Thuja plicata – Pseudotsuga menziesii – Cornus sericea",11
1688680365,"BG  xw 2 /Ga03","Field sedge","Carex praegracilis",11
1694812672,"CWH vm 2 /08","BaSs – Devil's club","Abies amabilis – Picea sitchensis – Oplopanax horridus",11
1696241074,"ICH mk 3 /02","FdCw – Wavy-leaved moss","Pseudotsuga menziesii – Thuja plicata – Dicranum polysetum",11
1697427480,"CWH vh 3 /110","CwSs – Foamflower  ","Thuja plicata – Picea sitchensis – Tiarella trifoliata",11
1698313486,"ICH mk 4 /Fm01","Cottonwood – Snowberry – Rose","Populus trichocarpa – Symphoricarpos albus – Rosa acicularis",11
1698951764,"ESSFdcw  /Ro10","Huckleberry – Rock moss – Haircap moss","Vaccinium membranaceum – Racomitrium spp. – Polytrichum sp.",11
1699375642,"MS  dc 1 /Wf04","Barclay's willow – Water sedge – Glow moss","Salix barclayi – Carex aquatilis – Aulacomnium palustre",11
1699626177,"MS  dk   /Vh01.2","Cow-parsnip – Fireweed – Bluejoint","Heracleum maximum – Chamerion angustifolium – Calamagrostis canadensis",11
1699736852,"ICH dw 4 /Wf05","Slender sedge – Common hook moss","Carex lasiocarpa – Drepanocladus aduncus",11
1700029583,"IDF xk   /Fl03","Pacific willow – Red-osier dogwood – Horsetail","Salix lasiandra – Cornus sericea – Equisetum arvense",11
1701118118,"BWBSmk   /101$6B.1","$At – Green alder – High bush-cranberry","Populus tremuloides – Alnus alnobetula ssp. crispa – Viburnum edule",11
1701810929,"ESSFmw 2 /Wf03","Water sedge – Peat moss","Carex aquatilis – Sphagnum spp.",11
1702034181,"BWBSdk   /Wb11","Sb – Buckbean – Peat moss","Picea mariana – Menyanthes trifoliata – Sphagnum spp.",11
1704101399,"ICH mw 2 /Rt03","Raspberry – Feathermoss – Clad lichen","Rubus idaeus – Pleurozium schreberi – Cladonia spp.",11
1704920999,"ESSFwm 4 /Ro09","Saskatoon – Rock moss – Clad lichen","Amelanchier alnifolia – Racomitrium spp. – Cladonia spp.",11
1707380672,"ESSFdk 2 /Vh02","Valerian – Hellebore – Fireweed","Valeriana sitchensis – Veratrum viride – Chamerion angustifolium",11
1707588522,"ESSFdk 2 /Ro11","Grouseberry – Clad lichen","Vaccinium scoparium – Cladonia spp.",11
1708205118,"ICH vk 1 /04","CwHw – Oak fern – Spiny wood fern","Thuja plicata – Tsuga heterophylla – Gymnocarpium dryopteris",11
1709101012,"ESSFdkp  /Ag01","Timber oatgrass – Grouseberry – Sandwort","Danthonia intermedia – Vaccinium scoparium – Eremogone capillaris",11
1714866240,"SBS dk   /08a","Act – Dogwood – Prickly rose; High-bench","Populus trichocarpa – Cornus sericea – Rosa acicularis",11
1716602090,"SBS dw 3 /06","Sxw – Pink spirea – Prickly rose","Picea engelmannii x glauca – Spiraea douglasii ssp. menziesii – Rosa acicularis",11
1716659028,"ESSFwm 3 /Wf01","Water sedge – Beaked sedge","Carex aquatilis – Carex utriculata",11
1716978146,"SBS dk   /01$Atss","$At – Saskatoon – Snowberry","Populus tremuloides – Amelanchier alnifolia – Symphoricarpos albus",11
1718142995,"CWH vh 1 /07","CwSs – Devil's club","Thuja plicata – Picea sitchensis – Oplopanax horridus",11
1718160357,"ESSFmh   /Vs10.2","Barclay's willow – Cow-parsnip – Fireweed","Salix barclayi – Heracleum maximum – Chamerion angustifolium",11
1721900819,"CWH xm 2 /02","FdPl – Cladina","Pseudotsuga menziesii – Pinus contorta – Cladina spp.",11
1722288306,"ICH mw 5 /Wf04","Barclay's willow – Water sedge – Glow moss","Salix barclayi – Carex aquatilis – Aulacomnium palustre",11
1723744089,"ICH vc   /Wf01","Water sedge – Beaked sedge","Carex aquatilis – Carex utriculata",11
1723875143,"SBS mk 1 /Ws50","Hardhack – Sitka sedge","Spiraea douglasii ssp. menziesii – Carex sitchensis",11
1724008710,"ICH wc   /06","ActSx – Dogwood","Populus trichocarpa – Picea sp. x Picea sp. – Cornus sericea",11
1726821009,"CWH xm 1 /04","Fd – Sword fern","Pseudotsuga menziesii – Polystichum munitum",11
1727690471,"ESSFwh 1 /Rt03","Raspberry – Feathermoss – Clad lichen","Rubus idaeus – Pleurozium schreberi – Cladonia spp.",11
1727889662,"ESSFwh 2 /Vs01","Sitka alder – Lady fern","Alnus viridis ssp. sinuata – Athyrium filix-femina",11
1728374529,"SBS mc 1 /01","Sxw – Huckleberry","Picea engelmannii x glauca – Vaccinium membranaceum",11
1731030716,"CDF mm   /12","Cw – Vanilla-leaf","Thuja plicata – Achlys triphylla",11
1731387787,"SBPSdc   /02","Pl – Kinnikinnick – Cladonia","Pinus contorta – Arctostaphylos uva-ursi – Cladonia spp.",11
1732022348,"ICH vk 2 /Ws01","Mountain alder – Skunk cabbage – Lady fern","Alnus incana – Lysichiton americanus – Athyrium filix-femina",11
1732068541,"IDF dk 2 /04","Fd – Feathermoss","Pseudotsuga menziesii – Pleurozium schreberi",11
1735356049,"ESSFxc 1 /Wf12","Narrow-leaved cotton-grass – Marsh-marigold","Eriophorum angustifolium – Caltha leptosepala",11
1736536603,"ESSFwmw  /Wf01","Water sedge – Beaked sedge","Carex aquatilis – Carex utriculata",11
1737080483,"ESSFdkw  /Vh02.1","Valerian – Hellebore – Fireweed","Valeriana sitchensis – Veratrum viride – Chamerion angustifolium",11
1737515033,"ESSFmv 1 /05","Bl – Horsetail – Glow moss","Abies lasiocarpa – Equisetum arvense – Aulacomnium palustre",11
1738968420,"ICH wk 4 /07","CwHw – Devil's club – Lady fern","Thuja plicata – Tsuga heterophylla – Oplopanax horridus",11
1740724958,"IDF dk 5 /101","FdPl – Pinegrass – Feathermoss","Pseudotsuga menziesii – Pinus contorta – Calamagrostis rubescens – Pleurozium schreberi",11
1742884567,"CWH ds 2 /01","HwFd – Cat's-tail moss","Tsuga heterophylla – Pseudotsuga menziesii – Rhytidiadelphus triquetrus",11
1743345553,"SBS mw   /04","SxwFd – Knight's plume","Picea engelmannii x glauca – Pseudotsuga menziesii – Ptilium crista-castrensis",11
1744260246,"ESSFmv 4 /02","BlPl – Crowberry – Cladina","Abies lasiocarpa – Pinus contorta – Empetrum nigrum – Cladina spp.",11
1745186773,"ESSFmh   /Ws13","Barclay’s willow – Common horsetail – Arrow-leaved groundsel","Salix barclayi – Equisetum arvense – Senecio triangularis",11
1745303893,"IDF xk   /Fm01","Cottonwood – Snowberry – Rose","Populus trichocarpa – Symphoricarpos albus – Rosa acicularis",11
1745507725,"IDF xw   /05","Fd – Feathermoss","Pseudotsuga menziesii – Pleurozium schreberi",11
1745934426,"MS  dw   /Vh01","Cow-parsnip – Fireweed – Nettle","Heracleum maximum – Chamerion angustifolium – Urtica dioica",11
1746863260,"BWBSmk   /110","Sw – Currant – Horsetail","Picea glauca – Ribes triste – Equisetum arvense",11
1747264672,"CWH vm 1 /01b","HwBa – Blueberry; Lithic","Tsuga heterophylla – Abies amabilis – Vaccinium alaskense",11
1748036973,"IDF xx 2 /Gg10","Rough fescue – Bluebunch wheatgrass","Festuca campestris – Pseudoroegneria spicata",11
1751883349,"ESSFwm  1 /Wm16","Bluejoint – Arrow-leaved groundsel","Calamagrostis canadensis – Senecio triangularis",11
1753252720,"BG  xh 3 /Gs02b","Big sagebrush – Bluebunch wheatgrass – Sand dropseed; Warm phase","Artemisia tridentata ssp. tridentata – Pseudoroegneria spicata – Sporobolus cryptandrus",11
1753382827,"ICH mc 1 /03","HwBl – Oak fern","Tsuga heterophylla – Abies lasiocarpa – Gymnocarpium dryopteris",11
1755001325,"ESSFwmw  /Vh11","Fireweed – Yarrow – Strawberry","Chamerion angustifolium – Achillea millefolium – Fragaria virginiana",11
1755229417,"ESSFwm 4 /Ws08.2","Engelmann spruce – Subalpine fir – Horsetail – Canby's Lovage","Picea engelmannii x glauca – Abies lasiocarpa – Equisetum arvense – Ligusticum canbyii ",11
1757241655,"ICH mw 1 /05","CwHw – Devil's club – Lady fern","Thuja plicata – Tsuga heterophylla – Oplopanax horridus",11
1760387380,"IDF dk 3 /Wm05","Cattail","Typha latifolia",11
1761358254,"CWH xm 1 /Wm06","Great bulrush","Schoenoplectus acutus",11
1765779104,"ICH mw 1 /02","Pl – Juniper – Twinflower","Pinus contorta – Juniperus communis – Linnaea borealis",11
1767317740,"SBS dk   /01b$Atss","$At – Saskatoon – Snowberry","Populus tremuloides – Amelanchier alnifolia – Symphoricarpos albus",11
1767515487,"BWBSwk 2 /102$6B.1","$At – Kinnikinnick – Fuzzy-spiked wildrye","Populus tremuloides – Arctostaphylos uva-ursi – Leymus innovatus",11
1767541476,"IDF dk 4 /Wf02","Scrub birch – Water sedge","Betula nana – Carex aquatilis",11
1767573118,"CWH ms 1 /08","Act – Red-osier dogwood","Populus trichocarpa – Cornus sericea",11
1767622927,"CWH vh 3 /110c","CwSs – Foamflower; Limestone phase","Thuja plicata – Picea sitchensis – Tiarella trifoliata",11
1767672403,"ICH xw  a/Rt01","Rocktripe – Green map","Umbilicaria sp. – Rhizocarpon geographicum",11
1769066612,"ESSFdk 2 /Rt21","Subalpine larch – Pink mountain-heather – Heron's-bill","Larix lyallii – Phyllodoce empetriformis –  Dicranum spp.",11
1771731300,"SBS mc 2 /01","Sxw – Huckleberry","Picea engelmannii x glauca – Vaccinium membranaceum",11
1772397346,"ESSFxc   /11","Sxw – Common horsetail – Leafy moss","Picea engelmannii x glauca – Equisetum arvense – Rhizomnium spp.",11
1773051168,"MS  dk   /Ws07.2","Spruce – Common horsetail – Soft-leaved sedge – Leafy moss","Picea engelmannii x glauca – Equisetum arvense – Carex disperma – Rhizomnium sp.",11
1773974299,"SBS mh   /06","SxwFd – Coltsfoot","Picea engelmannii x glauca – Pseudotsuga menziesii – Petasites frigidus",11
1779651725,"MS  dv   /03","Pl – Short-awned ricegrass – Peltigera","Pinus contorta – Piptatherum pungens – Peltigera spp.",11
1780200536,"ESSFxv 1 /05","BlPa – Arnica – Twinflower","Abies lasiocarpa – Pinus albicaulis – Arnica sp.",11
1782508055,"ESSFmw   /06","Bl – Gooseberry – Valerian","Abies lasiocarpa – Ribes lacustre – Valeriana sitchensis",11
1786299892,"MS  dw   /Ro11","Grouseberry – Clad lichen","Vaccinium scoparium – Cladonia spp.",11
1787227826,"IDF xm   /Wm1","Woolly sedge","Carex pellita",11
