"YearOfChange","ChangeDescription","APCFamily","FamilyCode","OldCode","Code","SplCode","TreeCode","ScientificName","Lifeform","Authority","EnglishName_Old","EnglishName","common_name_pb","Notes_on_names","ShortenedGuideName","Native","Codetype","Province","ID","TaxonLevel","IsAttribute","Report","SplCode_calc","Codelength","CombinedEnglishName"
,,"POACEAE","POACEAE","BECKSYZ","BECKSYZ","BECKSYZ",,"Beckmannia syzigachne",6,"(Steud.) Fern.","American sloughgrass","American sloughgrass",,,"sloughgrass","N","U","BC",15121,"spp",0,1,"BECKSYZ",10,
,,,"POACEAE","BECKSYZ1","BECKSYZ","BECKSYZ",,"Beckmannia syzigachne ssp. baicalensis",6,"(Kusnez.) Koyama & Kawano",,,,,,,"S","BC",15122,"ssp",0,0,"BECKSYZ",10,
,,,"PORPIDIA","BELLALP","BELLALP","BELLALP",,"Bellemerea alpina",15,"(Sommerf.) Clauzade & Roux","alpine brown sunken-disk lichen","alpine brown sunken-disk lichen",,"Natureserve name",,"N","U","BC",22329,"spp",0,1,"BELLALP",10,
,,,"NOTUSED","LECAALN","BELLALP","BELLALP",,"Lecanora alpina",15,"Sommerf.",,,,,,,"S","BC",22896,"spp",0,0,"LECAALP",8,
,,,"PORPIDIA","BELLCIN","BELLCIN","BELLCIN",,"Bellemerea cinereorufescens",15,"(Ach.) Clauzade & Cl. Roux","ashy brown sunken-disk lichens","ashy brown sunken-disk lichens",,"PB made up ashy",,"N","U","BC",22330,"spp",0,1,"BELLCIN",10,
,,,"NOTUSED","LECACIR","BELLCIN","BELLCIN",,"Lecanora cinereorufescens",15,"(Ach.) Hepp",,,,,,,"S","BC",22904,"spp",0,0,"LECACIN",8,
,,,"PORPIDIA","BELLDIA","BELLDIA","BELLDIA",,"Bellemerea diamarta",15,"(Ach.) Hafellner & Cl. Roux",,,,"Porpidiaceae",,"N","U","BC",22331,"spp",0,1,"BELLDIA",10,
"2022","Replaced by new upper taxa codes",,"PORPIDIA","BELLEME","BELLEMER","BELLEMER",,"Bellemerea spp.",15,"Hafellner & Roux","brown sunken-disk lichens","brown sunken-disk lichens",,"Brodo calls this genus brown sunken-disk lichens",,"N","S","BC",22332,"gen",0,1,"BELLEMER",10,
"2022","New coding for upper taxa",,"PORPIDIA","BELLEMER","BELLEMER","BELLEMER",,"Bellemerea spp.",15,"Hafellner & Roux","brown sunken-disk lichens","brown sunken-disk lichens",,"Brodo calls this genus brown sunken-disk lichens",,"N","U","BC",22332,"gen",0,1,"BELLEMER",10,
,,"ASTERAC","ASTERAC","BELLIS","BELLIS","BELLIS",,"Bellis spp.",7,"L.",,"lawn-daisys","lawn-daisy?",,,"E","U","BC",16820,"gen",0,1,"BELLIS",6,
,,"ASTERAC","ASTERAC","BELLPER","BELLPER","BELLPER",,"Bellis perennis",7,"L.","English daisy","English lawn-daisy","English lawn-daisy?","Agrees with FNA. ITIS has lawn daisy.",,"E","U","BC",16819,"spp",0,1,"BELLPER",6,
"2019pb","addition",,"PORPIDIA","BELLSAN","BELLSAN","BELLSAN",,"Bellemerea sanguinea",15,"(Kremp.) Hafellner & Cl.Roux",,,,,,"N","U","BC",1137109,"spp",0,1,"BELLSAN",10,
,,,"PORPIDIA","BELLSUB","BELLSUB","BELLSUB",,"Bellemerea subsorediza",15,"(Lynge) R. Sant.",,,,,,"N","U","BC",22333,"spp",0,1,"BELLSUB",10,
,,,"NOTUSED","LECISUO","BELLSUB","BELLSUB",,"Lecidea subsorediza",15,"Lynge",,,,,,,"S","BC",22967,"spp",0,0,"LECISUB",7,
"2022","New coding for upper taxa","BERBERD","BERBERID","BERBERI_","BERBERI_","BERBERI_",,"Berberidaceae",0,"de Jussieu",,,,,,"N","U","BC",13645,"fam",0,1,"BERBERI_",13,
"2022","Replaced by new upper taxa codes","BERBERD","BERBERID","BERBERID","BERBERI_","BERBERI_",,"Berberidaceae",0,"de Jussieu",,,,,,"N","S","BC",13645,"fam",0,1,"BERBERI_",13,
"2022","Replaced by new upper taxa codes","BERBERD","BERBERD","BERBERI","BERBERIS","BERBERIS",,"Berberis spp.",3,"L.",,"barberries",,"barberry",,"E","S","BC",13855,"gen",0,1,"BERBERIS",8,
"2022","New coding for upper taxa","BERBERD","BERBERD","BERBERIS","BERBERIS","BERBERIS",,"Berberis spp.",3,"L.",,"barberries",,"barberry",,"E","U","BC",13855,"gen",0,1,"BERBERIS",8,
"2008","new exotic","BERBERD","BERBERD","BERBTHU","BERBTHU","BERBTHU",,"Berberis thunbergii",4,"D.C.","Japanese barberry","Japanese barberry",,"FNA,Vascan,BCCDC, and NS agrees. Here the native/former Mahonia have different root.",,"E","U","BC",24984,"spp",0,1,"BERBTHU",8,
,,"BERBERD","BERBERD","BERBVUL","BERBVUL","BERBVUL",,"Berberis vulgaris",3,"L.","common barberry","common barberry",,"European barberry in NS. Common barberry in Vascan, FNA, BC CDC.",,"E","U","BC",13856,"spp",0,1,"BERBVUL",8,
"2022","Replaced by new upper taxa codes","BRASSIA","BRASSIA","BERTERO","BERTEROA","BERTEROA",,"Berteroa spp.",7,,,"alyssums",,,,"E","S","BC",16822,"gen",0,1,"BERTEROA",8,
"2022","New coding for upper taxa","BRASSIA","BRASSIA","BERTEROA","BERTEROA","BERTEROA",,"Berteroa spp.",7,,,"alyssums",,,,"E","U","BC",16822,"gen",0,1,"BERTEROA",8,
,,"BRASSIA","BRASSIA","BERTINC","BERTINC","BERTINC",,"Berteroa incana",7,"(L.) DC.","hoary alyssum","hoary alyssum",,,,"E","U","BC",16821,"spp",0,1,"BERTINC",8,
,,"APIACEA","APIACEA","BERUERE","BERUERE","BERUERE",,"Berula erecta",7,"(Huds.) Cov.","cut-leaved water-parsnip","cut-leaved water-parsnip",,,,"N","U","BC",16823,"spp",0,1,"BERUERE",6,
"2006","now synonym",,"APIACEA","BERUERE1","BERUERE","BERUERE",,"Berula erecta var. incisa",7,"(Torr.) Cronq.",,,,,,,"S","BC",16824,"var",0,0,"BERUERE",6,
,,,"APIACEA","SIUMINC","BERUERE1","BERUERE",,"Sium incisum",7,"Torr.",,,,,,,"S","BC",19336,"spp",0,0,"SIUMINC",4,
,,"APIACEA","APIACEA","BERULA","BERULA","BERULA",,"Berula spp.",7,,,"water-parsnips",,,,"N","U","BC",16825,"gen",0,1,"BERULA",6,
,,"BETULAC","BETULAC","BETUALL","BETUALL","BETUALL","Ey","Betula alleghaniensis",2,"Britton","yellow birch","yellow birch",,"Agrees with Natureserve, Vascan, FNA",,"P","U","BC",24589,"spp",0,1,"BETUALL",6,
"2010","native","BETULAC","BETULAC","BETUGLA","BETUGLA","BETUGLA",,"Betula glandulosa",4,"Michx.","dwarf birch","scrub birch",,"NS has tundra dwarf birch, BCCDC agrees with update. Vascan has glandular birch. FNA agrees but also has resin birch.",,"N","U","BC",14413,"spp",0,1,"BETUGLA",6,
"2010","now synonym","BETULAC","BETULAC","BETUGLA2","BETUGLA","BETUGLA",,"Betula glandulosa var. glandulosa",4,,,,,,,,"S","BC",14415,"var",0,0,"BETUGLA",6,
"2010","now synonym","BETULAC","BETULAC","BETUGLA4","BETUGLA","BETUGLA",,"Betula glandulosa var. sibirica",4,"(Ledeb.) Blake",,,,,,,"S","BC",14417,"var",0,0,"BETUGLA",6,
,,"BETULAC","BETULAC","BETULA","BETULA","BETULA","E","Betula spp.",0,,"birch","birches",,,,"N","U","BC",13646,"gen",0,1,"BETULA",6,
"2022","New coding for upper taxa","BETULAC","BETULACE","BETULAC_","BETULAC_","BETULAC_",,"Betulaceae",0,"Gray",,,,,,"N","U","BC",13647,"fam",0,1,"BETULAC_",10,
"2022","Replaced by new upper taxa codes","BETULAC","BETULACE","BETULACE","BETULAC_","BETULAC_",,"Betulaceae",0,"Gray",,,,,,"N","S","BC",13647,"fam",0,1,"BETULAC_",10,
,,"BETULAC","BETULAC","BETULX","BETULX","BETULX",,"Betula sp. x Betula sp.",2,,"birch hybrid","birch hybrid",,,,"N","U","BC",13776,"hyb",0,1,"BETUSP",6,
"2020","excluded","BETULAC","BETULAC","BETUNAN","BETUNAN","BETUNAN",,"Betula nana",4,"L.","scrub birch","arctic dwarf birch",,"FNA, Vascan, has arctic dwarf birch.BC CDC agrees with update.NS has swamp birch.",,"N","X","BC",1138447,"spp",0,1,"BETUNAN",6,
"2020_v14","excluded","BETULAC","BETULAC","BETUNAN1","BETUNAN1","BETUNAN",,"Betula nana ssp. exilis",4,"(Sukats.) Hult.",,"resinous dwarf birch",,,,"N","X","BC",14418,"ssp",0,1,"BETUNAN",6,
,,"BETULAC","BETULAC","BETUALA","BETUNEO","BETUNEO",,"Betula alaskana",2,"Sarg.",,,,,,,"S","BC",24125,"spp",0,0,"BETUALA",6,
,,"BETULAC","BETULAC","BETUNEO","BETUNEO","BETUNEO","Ea","Betula neoalaskana",2,"Sarg.","Alaska paper birch","Alaska birch",,"resin birch, paper birch in FNA. English name is same as BC CDC, Vascan & Natureserve.",,"N","U","BC",13766,"spp",0,1,"BETUNEO",6,
,,"BETULAC","BETULAC","BETUPAP5","BETUNEO","BETUNEO",,"Betula papyrifera var. neoalaskana",2,"(Sarg.) Raup",,,,,,,"S","BC",13771,"var",0,0,"BETUPAP",6,
,,"BETULAC","BETULAC","BETUOCC","BETUOCC","BETUOCC","Ew","Betula occidentalis",2,"Hook.","water birch","water birch",,"spring birch in natureserve,water birch in FNA, Vascan and BC CDC",,"N","U","BC",13767,"spp",0,1,"BETUOCC",6,
,,"BETULAC","BETULAC","BETUPAP3","BETUOCC","BETUOCC",,"Betula papyrifera ssp. occidentalis",2,"(Hook.) Hult.",,,,,,,"S","BC",13769,"ssp",0,0,"BETUPAP",6,
,,"BETULAC","BETULAC","BETUPAP6","BETUOCC","BETUOCC",,"Betula papyrifera var. occidentalis",2,"(Hook.) Sarg.",,,,,,,"S","BC",13772,"var",0,0,"BETUPAP",6,
,,"BETULAC","BETULAC","BETUPAP","BETUPAP","BETUPAP","Ep","Betula papyrifera",2,"Marsh.","paper birch","paper birch",,"agrees with all",,"N","U","BC",13768,"spp",0,1,"BETUPAP",6,
"2018","now synonym","BETULAC","BETULAC","BETUPAP1","BETUPAP","BETUPAP","Ep","Betula papyrifera var. papyrifera",2,"Marsh","paper birch","paper birch",,"agrees",,"N","S","BC",13773,"var",0,0,"BETUPAP",6,
"2018","now synonym","BETULAC","BETULAC","BETUPAP4","BETUPAP","BETUPAP","Ep","Betula papyrifera var. commutata",2,"(Regel) Fern.","paper birch","paper birch",,"western paper birch in Natureserve.",,"N","S","BC",1138437,"var",0,0,"BETUPAP",6,
,,"BETULAC","BETULAC","BETUPEN","BETUPEN","BETUPEN","Ee","Betula pendula",2,"Roth","European birch","weeping birch",,"Natureserve=European weeping birch. Agrees with Vascanand FNA. European birch in BC CDC",,"E","U","BC",13774,"spp",0,1,"BETUPEN",6,
,,"BETULAC","BETULAC","BETUALB","BETUPUB","BETUPUB",,"Betula alba",2,"L.",,,,,,,"S","BC",13765,"spp",0,0,"BETUALB",6,
,,"BETULAC","BETULAC","BETUPUB","BETUPUB","BETUPUB","Es","Betula pubescens",2,"Ehrh.","silver birch","downy birch",,"Agrees with Vascan, BC CDC, Natureserve.",,"E","U","BC",13775,"spp",0,1,"BETUPUB",6,
"2013","Scientific name updated","BETULAC","BETULAC","BETUPUB1","BETUPUB1","BETUPUB","Es","Betula pubescens ssp. pubescens",2,"Ehrhart","downy birch","downy birch",,"Agrees",,"E","U","BC",25431,"ssp",0,1,"BETUPUB",6,
,,"BETULAC","BETULAC","BETUGLA3","BETUPUM","BETUPUM",,"Betula glandulosa var. hallii",4,"(Howell) Hitchc.",,,,,,,"S","BC",14416,"var",0,0,"BETUGLA",6,
,,"BETULAC","BETULAC","BETUPUM","BETUPUM","BETUPUM",,"Betula pumila",4,"L.","low birch","bog birch",,"NS has swamp birch. BC CDC has low birch. Vascan & FNA has bog birch.",,"N","U","BC",14419,"spp",0,1,"BETUPUM",6,
"2019pb","Var is now synonym of BETUPUM","BETULAC","BETULAC","BETUPUM1","BETUPUM","BETUPUM",,"Betula pumila var. glandulifera",4,"Regel","low birch","glandular bog birch",,"FNA does not have this var. Vascan has northern bog birch. Low birch in BC CDC. Bog birch in NS. Glandular bog birch is not good if you go with glandular birch for glandulosa.",,"N","S","BC",14420,"var",0,0,"BETUPUM",6,
,,"BETULAC","BETULAC","BETUPUM2","BETUPUM","BETUPUM",,"Betula pumila var. glandulifera f. hallii",4,"(Howell) Brayshaw",,,,,,,"S","BC",14421,"var",0,0,"BETUPUM",6,
,,"BETULAC","BETULAC","BETUGLA1","BETUPUM1","BETUPUM",,"Betula glandulosa var. glandulifera",4,"(Regel) Gleason",,,,,,,"S","BC",14414,"var",0,0,"BETUGLA",6,
"2019pb","now synonym of Betula x utahensis","BETULAC","BETULAC","BETUXPI","BETUXUT","BETUXUT",,"Betula x piperi",2,"Britt.","water x paper birch hybrid","water x paper birch hybrid",,"sometimes called hybrid water birch but it is not in Natureserve. They also discuss another hybrid B x utahensis between 2 spp so not sure.,",,"N","S","BC",13777,"hyb",0,0,"BETUX",6,
"2019pb","new name for hybrid Betula x piperi","BETULAC","BETULAC","BETUXUT","BETUXUT","BETUXUT",,"Betula x utahensis",2,"Britt.","water x paper birch hybrid","water x paper birch hybrid","Utah birch","sometimes called hybrid water birch but it is not in Natureserve. They also discuss another hybrid B x utahensis",,"N","X","BC",1152913,"hyb",0,0,"BETUX",6,
,,"BETULAC","BETULAC","BETUXWI","BETUXWI","BETUXWI","Exp","Betula x winteri",2,"Dugle","Alaska x paper birch hybrid","Alaska x paper birch hybrid",,,,"N","X","BC",13778,"hyb",0,,"BETUX",6,
"2019pb","addition as excluded, needs to be confirmed",,"NOTUSED","BIATALA","BIATALA","BIATALA",,"Biatora alaskana",15,"Printzen & Tønsberg",,,,,,"N","X","BC",1137111,"spp",0,0,"BIATALA",7,
"2019pb","Addition from Bjork&Goward 2018 review.",,"NOTUSED","BIATAUR","BIATAUR","BIATAUR",,"Biatora aureolepra",15,"T.Sprib. & Tønsberg",,,,,,"N","U","BC",1137112,"spp",0,1,"BIATAUR",7,
"2019pb","Addition from Bjork&Goward 2018 review.",,"NOTUSED","BIATCHO","BIATCHO","BIATCHO",,"Biatora chrysanthoides",15,"Prinzen & Tønsberg",,,,,,"N","U","BC",1137114,"spp",0,1,"BIATCHR",7,
"2019pb","Addition from Bjork&Goward 2018 review.",,"NOTUSED","BIATCHR","BIATCHR","BIATCHR",,"Biatora chrysantha",15,"(Zahlbr.) Printzen",,,,,,"N","U","BC",1137113,"spp",0,1,"BIATCHR",7,
"2019pb","Addition from Bjork&Goward 2018 review.",,"NOTUSED","BIATCUP","BIATCUP","BIATCUP",,"Biatora cuprea",15,"(Sommerf.) Fr.",,,,,,"N","U","BC",1137115,"spp",0,1,"BIATCUP",7,
"2019pb","Addition, Bjork&Goward 2018 review",,"NOTUSED","BIATDEL","BIATDEL","BIATDEL",,"Biatoridium delitescens",15,"(Arnold) Hafellner",,,,,,"N","U","BC",1137136,"spp",0,1,"BIATDEL",11,
"2019pb","Addition from Bjork&Goward 2018 review.",,"NOTUSED","BIATEFF","BIATEFF","BIATEFF",,"Biatora efflorescens",15,"(Hedl.) Räsänen",,,,,,"N","U","BC",1137116,"spp",0,1,"BIATEFF",7,
"2019pb","Addition from Bjork&Goward 2018 review.",,"NOTUSED","BIATFAL","BIATFAL","BIATFAL",,"Biatora fallax",15,"Hepp",,,,,,"N","U","BC",1137117,"spp",0,1,"BIATFAL",7,
"2019pb","Addition from Bjork&Goward 2018 review.",,"NOTUSED","BIATFLA","BIATFLA","BIATFLA",,"Biatora flavopunctata",15,"(Tønsberg) Hinter. & Printzen",,,,,,"N","U","BC",1137118,"spp",0,1,"BIATFLA",7,
"2019pb","Addition from Bjork&Goward 2018 review.",,"NOTUSED","BIATGLO","BIATGLO","BIATGLO",,"Biatora globulosa",15,"(Flörke) Fr.",,,,,,"N","U","BC",1137119,"spp",0,1,"BIATGLO",7,
"2019pb","Addition from Bjork&Goward 2018 review.",,"NOTUSED","BIATHEL","BIATHEL","BIATHEL",,"Biatora helvola",15,"Körb. ex Hellb.",,,,,,"N","U","BC",1137120,"spp",0,1,"BIATHEL",7,
,,,"NOTUSED","BIATFOS","BIATHEM","BIATHEM",,"Biatorella fossarum",15,"(Dufour ex Fr.) Th. Fr.",,,,,,,"S","BC",22334,"spp",0,0,"BIATFOS",10,
,,,"BIATOREL","BIATHEM","BIATHEM","BIATHEM",,"Biatorella hemisphaerica",15,"Anzi",,,,,,"N","U","BC",22335,"spp",0,1,"BIATHEM",10,
"2019pb","Addition from Bjork&Goward 2018 review.",,"NOTUSED","BIATHYP","BIATHYP","BIATHYP",,"Biatora hypophaea",15,"Printzen & Tønsberg",,,,,,"N","U","BC",1137121,"spp",0,1,"BIATHYP",7,
"2019pb","Addition from Bjork&Goward 2018 review.",,"NOTUSED","BIATLIG","BIATLIG","BIATLIG",,"Biatora ligni-mollis",15,"T.Sprib. & Printzen",,,,,,"N","U","BC",1137122,"spp",0,1,"BIATLIG",7,
"2019pb","Addition from Bjork&Goward 2018 review.",,"NOTUSED","BIATMEI","BIATMEI","BIATMEI",,"Biatora meiocarpa",15,"(Nyl.) Arnold",,,,,,"N","U","BC",1137123,"spp",0,1,"BIATMEI",7,
"2019pb","Addition from Bjork&Goward 2018 review.",,"NOTUSED","BIATMEI1","BIATMEI1","BIATMEI",,"Biatora meiocarpa var. meiocarpa",15,"(Nyl.) Arnold",,,,,,"N","U","BC",1137124,"var",0,1,"BIATMEI",7,
"2019pb","Addition from Bjork&Goward 2018 review.",,"NOTUSED","BIATMEI2","BIATMEI2","BIATMEI",,"Biatora meiocarpa var. tacomens",15,"(Printzen & Tønsberg) Printzen & Tønsberg",,,,,,"N","U","BC",1137125,"var",0,1,"BIATMEI",7,
"2019pb","Addition, Bjork&Goward 2018 review",,"NOTUSED","BIATMON","BIATMON","BIATMON",,"Biatoridium monasteriense",15,"J.Lahm ex Körb.",,,,,,"N","U","BC",1137137,"spp",0,1,"BIATMON",11,
"2019pb","Addition from Bjork&Goward 2018 review.",,"NOTUSED","BIATNOB","BIATNOB","BIATNOB",,"Biatora nobilis",15,"Printzen & Tønsberg",,,,,,"N","U","BC",1137126,"spp",0,1,"BIATNOB",7,
"2019pb","Addition from Bjork&Goward 2018 review.",,"NOTUSED","BIATOLI","BIATOLI","BIATOLI",,"Biatora oligocarpa",15,"Printzen & Tønsberg",,,,,,"N","U","BC",1137127,"spp",0,1,"BIATOLI",7,
"2019pb","Addition from Bjork&Goward 2018 review.",,"NOTUSED","BIATORA","BIATORA","BIATORA",,"Biatora spp.",15,"Fr.",,,,,,"N","U","BC",1137110,"gen",0,1,"BIATORA",7,
"2022","New coding for upper taxa",,"BIATOREL","BIATORE_","BIATORE_","BIATORE_",,"Biatorellaceae",15,,,,,,,"N","U","BC",22338,"fam",0,1,"BIATORE_",14,
"2022","Replaced by new upper taxa codes",,"BIATOREL","BIATOREL","BIATORE_","BIATORE_",,"Biatorellaceae",15,,,,,,,"N","S","BC",22338,"fam",0,1,"BIATORE_",14,
"2022","Replaced by new upper taxa codes",,"BIATOREL","BIATORE","BIATOREL","BIATOREL",,"Biatorella spp.",15,"De Not.","biatorella lichen","biatorella lichens",,,,"N","S","BC",22337,"gen",0,1,"BIATOREL",10,
"2022","New coding for upper taxa",,"BIATOREL","BIATOREL","BIATOREL","BIATOREL",,"Biatorella spp.",15,"De Not.","biatorella lichen","biatorella lichens",,,,"N","U","BC",22337,"gen",0,1,"BIATOREL",10,
"2022","Replaced by new upper taxa codes",,"NOTUSED","BIATORI","BIATORID","BIATORID",,"Biatoridium spp.",15,"J.Lahm",,,,,,"N","S","BC",1137135,"gen",0,1,"BIATORID",11,
"2022","New coding for upper taxa",,"NOTUSED","BIATORID","BIATORID","BIATORID",,"Biatoridium spp.",15,"J.Lahm",,,,,,"N","U","BC",1137135,"gen",0,1,"BIATORID",11,
"2022","Replaced by new upper taxa codes",,"UNCERT","BIATORO","BIATOROP","BIATOROP",,"Biatoropsis spp.",15,"Räsänen",,,,,,"N","S","BC",22339,"gen",0,0,"BIATOROP",11,
"2022","New coding for upper taxa",,"UNCERT","BIATOROP","BIATOROP","BIATOROP",,"Biatoropsis spp.",15,"Räsänen",,,,,,"N","U","BC",22339,"gen",0,0,"BIATOROP",11,
"2019pb","Addition from Bjork&Goward 2018 review.",,"NOTUSED","BIATPAL","BIATPAL","BIATPAL",,"Biatora pallens",15,"(Kullh.) Zahlbr.",,,,,,"N","U","BC",1137128,"spp",0,1,"BIATPAL",7,
"2019pb","addition as excluded, needs to be confirmed",,"NOTUSED","BIATPAU","BIATPAU","BIATPAU",,"Biatora pausiaca",15,"Printzen & Tønsberg",,,,,,"N","X","BC",1137129,"spp",0,0,"BIATPAU",7,
"2019pb","Addition from Bjork&Goward 2018 review.",,"NOTUSED","BIATRUF","BIATRUF","BIATRUF",,"Biatora rufidula",15,"(Graewe) S.Ekman & Printzen",,,,,,"N","U","BC",1137130,"spp",0,1,"BIATRUF",7,
"2019pb","Addition from Bjork&Goward 2018 review.",,"NOTUSED","BIATSUB","BIATSUB","BIATSUB",,"Biatora subduplex",15,"(Nyl.) Printzen",,,,,,"N","U","BC",1137131,"spp",0,1,"BIATSUB",7,
"2019pb","Addition from Bjork&Goward 2018 review.",,"NOTUSED","BIATTOE","BIATTOE","BIATTOE",,"Biatora toensbergii",15,"Holien & Printzen",,,,,,"N","U","BC",1137132,"spp",0,1,"BIATTOE",7,
"2019pb","not included in Bjork&Goward 2018 review",,"UNCERT","BIATUSN","BIATUSN","BIATUSN",,"Biatoropsis usnearum",15,"Räsänen",,,,,,"N","X","BC",22340,"spp",0,0,"BIATUSN",11,
"2019pb","Addition from Bjork&Goward 2018 review.",,"NOTUSED","BIATVAC","BIATVAC","BIATVAC",,"Biatora vacciniicola",15,"(Tønsberg) Printzen",,,,,,"N","U","BC",1137133,"spp",0,1,"BIATVAC",7,
"2019pb","Addition from Bjork&Goward 2018 review.",,"NOTUSED","BIATVER","BIATVER","BIATVER",,"Biatora vernalis",15,"(L.) Fr.",,,,,,"N","U","BC",1137134,"spp",0,1,"BIATVER",7,
,,"ASTERAC","ASTERAC","BIDEAMP","BIDEAMP","BIDEAMP",,"Bidens amplissima",7,"Greene","Vancouver Island beggarticks","Vancouver Island beggarticks","Vancouver Island beggarticks","Agrees with all.",,"N","U","BC",16828,"spp",0,1,"BIDEAMP",6,
"2015","name change","ASTERAC","ASTERAC","BIDEBEC","BIDEBEC","BIDEBEC",,"Bidens beckii",7,"Torr. ex Spreng.","water marigold","water beggarticks","water beggarticks","Agrees with all. Some have Beck's water-marigold. Not in NS.",,"N","U","BC",24017,"spp",0,1,"BIDEBEC",6,
"2015","name change","ASTERAC","ASTERAC","BIDEBEC1","BIDEBEC","BIDEBEC",,"Bidens beckii var. beckii",7,,,,,,,,"S","BC",16829,"var",0,0,"BIDEBEC",6,
"2015","name change","ASTERAC","ASTERAC","MEGABEC","BIDEBEC","BIDEBEC",,"Megalodonta beckii",7,"(Torr. ex Spreng.) Greene",,,,,,,"S","BC",14097,"spp",0,0,"MEGABEC",11,
"2015","name change","ASTERAC","ASTERAC","MEGABEC1","BIDEBEC","BIDEBEC",,"Megalodonta beckii var. beckii",7,,,,,,,,"S","BC",14098,"var",0,0,"MEGABEC",11,
,,"ASTERAC","ASTERAC","BIDECER","BIDECER","BIDECER",,"Bidens cernua",7,"L.","nodding beggarticks","nodding beggarticks","nodding beggarticks","Agrees with all. ITIS also has nodding bur-marigold.",,"N","U","BC",16830,"spp",0,1,"BIDECER",6,
"2012","new exotic","ASTERAC","ASTERAC","BIDECON","BIDECON","BIDECON",,"Bidens connata",7,"Muhl. ex Willd.","purplestem beggarticks","purple-stemmed beggarticks","purple-stemmed beggarticks","purple-stemmed in Vascan, NS agrees.Tropicos has connate and purple-stem.",,"E","U","BC",25323,"spp",0,1,"BIDECON",6,
,,"ASTERAC","ASTERAC","BIDEFRO","BIDEFRO","BIDEFRO",,"Bidens frondosa",7,"L.","common beggarticks","devil's beggarticks","common beggarticks","Agrees with all. Also pitchfork and common.",,"E","U","BC",16831,"spp",0,1,"BIDEFRO",6,
,,"ASTERAC","ASTERAC","BIDENS","BIDENS","BIDENS",,"Bidens spp.",7,"L.",,"beggarticks","beggarticks",,,"N","U","BC",16832,"gen",0,1,"BIDENS",6,
,,"ASTERAC","ASTERAC","BIDECOM","BIDETRI","BIDETRI",,"Bidens comosa",7,"(A. Gray) Wieg.",,,,,,,"S","BC",24088,"spp",0,0,"BIDECOM",6,
,,"ASTERAC","ASTERAC","BIDETRI","BIDETRI","BIDETRI",,"Bidens tripartita",7,"L.","three-parted beggarticks","three-parted beggarticks","three-parted beggarticks","Agrees with Vascan. Three-lobed in NS.Tropicos agrees. Also trifid. ITIS has three-lobed.",,"E","U","BC",24087,"spp",0,1,"BIDETRI",6,
,,"ASTERAC","ASTERAC","BIDEVUL","BIDEVUL","BIDEVUL",,"Bidens vulgata",7,"Greene","tall beggarticks","tall beggarticks","tall beggarticks","agrees with ITIS, Tropicos, and Vascan. Tall bur-marigold in NS.",,"N","U","BC",16833,"spp",0,1,"BIDEVUL",6,
"2022","New coding for upper taxa","BIGNONI","BIGNONIA","BIGNONI_","BIGNONI_","BIGNONI_",,"Bignoniaceae",0,,,,,,,"N","U","BC",1136348,"fam",0,1,"BIGNONI_",12,
"2022","Replaced by new upper taxa codes","BIGNONI","BIGNONIA","BIGNONIA","BIGNONI_","BIGNONI_",,"Bignoniaceae",0,,,,,,,"N","S","BC",1136348,"fam",0,1,"BIGNONI_",12,
"2019pb","Addition, Bjork&Goward 2018 review",,"NOTUSED","BILIACC","BILIACC","BILIACC",,"Bilimbia accedens ",15,"Arnold",,,,,,"N","U","BC",1137138,"spp",0,1,"BILIACC",8,
"2022","Replaced by new upper taxa codes",,"NOTUSED","BILIMBI","BILIMBIA","BILIMBIA",,"Bilimbia spp.",15,"de Not.",,,,,,"N","S","BC",1137140,"gen",0,1,"BILIMBIA",8,
"2022","New coding for upper taxa",,"NOTUSED","BILIMBIA","BILIMBIA","BILIMBIA",,"Bilimbia spp.",15,"de Not.",,,,,,"N","U","BC",1137140,"gen",0,1,"BILIMBIA",8,
"2019pb","Addition, Bjork&Goward 2018 review",,"NOTUSED","BILISAB","BILISAB","BILISAB",,"Bilimbia sabuletorum 
Bilimbia sabuletorum",15,"(Schreber) Arnold",,,,,,"N","U","BC",1137139,"spp",0,1,"BILISAB",8,
"2008","new native","POLYGOA","POLYGOA","BISTBIS","BISTBIS","BISTBIS",,"Bistorta bistortoides",7,"(Pursh) Small","American bistort","western bistort",,,,"N","U","BC",16835,"spp",0,1,"BISTBIS",8,
"2008","now synonym",,"POLYGOA","POLYBIS","BISTBIS","BISTBIS",,"Polygonum bistortoides",7,"Pursh",,,,,,,"S","BC",18804,"spp",0,0,"POLYBIS",9,
"2022","Replaced by new upper taxa codes","POLYGOA","POLYGOA","BISTORT","BISTORTA","BISTORTA",,"Bistorta spp.",7,,,"bistorts",,,,"N","S","BC",1136015,"gen",0,1,"BISTORTA",8,
"2022","New coding for upper taxa","POLYGOA","POLYGOA","BISTORTA","BISTORTA","BISTORTA",,"Bistorta spp.",7,,,"bistorts",,,,"N","U","BC",1136015,"gen",0,1,"BISTORTA",8,
"2010","excluded",,"POLYGOA","BISTPLU","BISTPLU","BISTPLU",,"Bistorta plumosa",7,"(Small) Greene","meadow bistort","meadow bistort",,,,,"X","BC",24976,"spp",0,1,"BISTPLU",8,
